seed,mse,mae
164,0.2678,0.3006
160,0.2633,0.3012
75,0.2633,0.3026
269,0.2623,0.3037
265,0.262,0.3067
161,0.2619,0.3021
165,0.2591,0.2998
267,0.2589,0.2947
76,0.2587,0.2958
264,0.2574,0.3001
266,0.2562,0.2939
268,0.2558,0.2947
77,0.2555,0.2947
162,0.2549,0.2907
12,0.2538,0.2931
163,0.2525,0.2901
0,0.2518,0.2896
159,0.2517,0.2909
270,0.2487,0.2851
