seed,mse,mae
4,0.0588,0.1854
35,0.0562,0.1804
77,0.0558,0.1798
142,0.0557,0.1797
118,0.0549,0.1781
78,0.0546,0.1777
55,0.0545,0.1776
99,0.0543,0.1774
121,0.0341,0.1399
58,0.0337,0.1387
14,0.0327,0.1374
160,0.0325,0.1365
57,0.0324,0.1361
36,0.0323,0.136
16,0.0321,0.1356
54,0.0321,0.1358
141,0.032,0.1351
1,0.032,0.1354
162,0.0319,0.1357
56,0.0319,0.1347
164,0.0319,0.1358
98,0.0319,0.135
138,0.0318,0.1347
76,0.0318,0.1344
100,0.0318,0.135
15,0.0317,0.1344
5,0.0317,0.1341
97,0.0317,0.1346
117,0.0316,0.135
119,0.0315,0.1341
34,0.0314,0.134
37,0.0314,0.1339
96,0.0314,0.1339
120,0.0313,0.1336
163,0.0313,0.1337
143,0.0312,0.1337
161,0.0311,0.1335
3,0.031,0.1332
75,0.031,0.133
12,0.0309,0.1331
79,0.0309,0.133
13,0.0309,0.1329
122,0.0307,0.1329
81,0.0306,0.132
6,0.0305,0.1315
8,0.0303,0.1324
33,0.0302,0.1314
140,0.0302,0.131
139,0.0301,0.1311
2,0.03,0.1317
159,0.0297,0.13
