seed,mse,mae
145,0.0823,0.2146
112,0.0822,0.2143
282,0.0818,0.2141
206,0.0813,0.2135
206,0.0813,0.2135
198,0.0806,0.2133
216,0.0806,0.2126
216,0.0806,0.2126
223,0.0803,0.2118
87,0.08,0.212
101,0.0799,0.212
200,0.0798,0.2112
195,0.0797,0.2113
284,0.0795,0.211
151,0.0794,0.2111
55,0.0794,0.2108
33,0.0794,0.2112
238,0.0793,0.2105
213,0.079,0.2104
108,0.079,0.2105
213,0.079,0.2104
246,0.0789,0.2126
202,0.0789,0.2106
202,0.0789,0.2106
233,0.0787,0.21
248,0.0786,0.2091
154,0.0785,0.2112
297,0.0785,0.2098
292,0.0785,0.2094
292,0.0785,0.2094
297,0.0785,0.2098
104,0.0785,0.2107
44,0.0785,0.2114
74,0.0783,0.2095
289,0.0781,0.2093
289,0.0781,0.2093
240,0.0781,0.2106
191,0.0781,0.209
269,0.078,0.2095
125,0.078,0.2101
125,0.078,0.2101
219,0.0778,0.2099
298,0.0777,0.2096
298,0.0777,0.2096
17,0.0776,0.2086
48,0.0776,0.2089
65,0.0775,0.2088
268,0.0775,0.2089
51,0.0775,0.2086
208,0.0774,0.2107
208,0.0774,0.2107
277,0.0773,0.2082
102,0.0773,0.209
255,0.0773,0.2091
177,0.0771,0.2091
107,0.077,0.2089
58,0.077,0.2084
34,0.0769,0.2076
9,0.0768,0.2072
271,0.0768,0.2086
98,0.0768,0.2075
135,0.0767,0.2077
67,0.0767,0.207
35,0.0767,0.2083
264,0.0766,0.2071
136,0.0766,0.2074
243,0.0766,0.2076
150,0.0766,0.2097
132,0.0766,0.2076
132,0.0766,0.2076
64,0.0765,0.2074
258,0.0765,0.2068
215,0.0765,0.2069
266,0.0765,0.2072
215,0.0765,0.2069
62,0.0764,0.2084
85,0.0764,0.2075
37,0.0763,0.2083
14,0.0763,0.2103
144,0.0762,0.2064
70,0.0761,0.2066
26,0.076,0.211
203,0.076,0.2064
203,0.076,0.2064
5,0.076,0.2086
249,0.076,0.2077
109,0.0759,0.2078
113,0.0759,0.2065
162,0.0758,0.2061
63,0.0758,0.2067
153,0.0758,0.2062
128,0.0757,0.206
178,0.0757,0.2069
235,0.0757,0.2063
163,0.0757,0.2069
128,0.0757,0.206
171,0.0756,0.207
38,0.0756,0.2064
28,0.0756,0.2067
230,0.0756,0.206
90,0.0755,0.206
184,0.0755,0.2074
222,0.0755,0.2087
303,0.0754,0.2073
304,0.0754,0.2068
159,0.0754,0.2069
304,0.0754,0.2068
303,0.0754,0.2073
59,0.0753,0.206
247,0.0753,0.2062
220,0.0752,0.2057
290,0.0752,0.2063
29,0.0752,0.2067
290,0.0752,0.2063
130,0.0752,0.2078
130,0.0752,0.2078
133,0.0751,0.2058
127,0.0751,0.2064
127,0.0751,0.2064
149,0.0751,0.2056
13,0.0751,0.2082
197,0.0751,0.2061
133,0.0751,0.2058
103,0.0751,0.2074
192,0.075,0.2056
190,0.075,0.2053
265,0.075,0.2059
173,0.0749,0.2067
169,0.0749,0.2068
92,0.0748,0.2052
82,0.0748,0.2054
117,0.0748,0.208
174,0.0748,0.2071
161,0.0748,0.2069
117,0.0748,0.208
2,0.0748,0.2068
226,0.0747,0.206
288,0.0747,0.2053
288,0.0747,0.2053
167,0.0747,0.206
116,0.0746,0.2057
189,0.0746,0.2063
43,0.0745,0.2075
214,0.0744,0.2048
256,0.0744,0.207
214,0.0744,0.2048
91,0.0744,0.2063
158,0.0744,0.2051
56,0.0743,0.2057
218,0.0743,0.2059
196,0.0743,0.2043
165,0.0743,0.2061
30,0.0743,0.2063
141,0.0742,0.2052
138,0.0742,0.2046
143,0.0742,0.2052
204,0.0742,0.2052
66,0.0742,0.2084
121,0.0742,0.2048
279,0.0742,0.2054
131,0.0742,0.2073
121,0.0742,0.2048
131,0.0742,0.2073
204,0.0742,0.2052
193,0.0741,0.2062
119,0.0741,0.2045
287,0.0741,0.2156
119,0.0741,0.2045
287,0.0741,0.2156
45,0.074,0.206
124,0.074,0.2054
124,0.074,0.2054
273,0.074,0.2054
100,0.0739,0.2049
207,0.0739,0.2049
142,0.0739,0.2049
236,0.0739,0.2062
139,0.0739,0.2057
296,0.0739,0.2057
207,0.0739,0.2049
296,0.0739,0.2057
224,0.0738,0.2046
1,0.0738,0.2045
209,0.0737,0.2048
285,0.0737,0.2055
27,0.0737,0.2078
285,0.0737,0.2055
42,0.0737,0.2058
96,0.0737,0.2043
229,0.0737,0.2054
209,0.0737,0.2048
77,0.0737,0.2061
188,0.0737,0.2151
140,0.0736,0.2039
18,0.0736,0.2037
300,0.0736,0.2041
300,0.0736,0.2041
15,0.0736,0.2065
106,0.0735,0.2091
254,0.0735,0.2044
281,0.0734,0.2038
166,0.0734,0.2042
212,0.0734,0.2055
212,0.0734,0.2055
54,0.0734,0.2057
274,0.0734,0.204
176,0.0734,0.2053
12,0.0733,0.204
253,0.0733,0.207
50,0.0732,0.205
6,0.0732,0.2044
25,0.0732,0.2037
152,0.0732,0.2044
120,0.0732,0.2046
120,0.0732,0.2046
11,0.0732,0.2074
275,0.0732,0.2084
49,0.0731,0.2065
31,0.0731,0.2049
291,0.0731,0.205
147,0.0731,0.2044
156,0.0731,0.2066
172,0.0731,0.2056
291,0.0731,0.205
80,0.073,0.2044
46,0.0729,0.2039
52,0.0729,0.204
126,0.0729,0.2041
245,0.0729,0.207
126,0.0729,0.2041
241,0.0728,0.2052
168,0.0728,0.2053
179,0.0728,0.2047
242,0.0728,0.2057
40,0.0727,0.2045
283,0.0727,0.2057
47,0.0727,0.2043
261,0.0727,0.2028
237,0.0726,0.2034
181,0.0726,0.205
134,0.0726,0.2029
175,0.0726,0.2045
10,0.0726,0.2048
32,0.0725,0.2033
239,0.0725,0.203
180,0.0725,0.2058
252,0.0725,0.2035
267,0.0724,0.2029
115,0.0724,0.2069
