seed,mse,mae
226,0.3503,0.3619
160,0.3366,0.3515
97,0.3347,0.3517
57,0.3337,0.3494
159,0.332,0.3499
222,0.3311,0.3428
181,0.3306,0.348
76,0.3276,0.3464
54,0.3244,0.344
56,0.3241,0.3496
118,0.322,0.3432
55,0.3214,0.3389
75,0.3209,0.3447
201,0.3208,0.3398
180,0.32,0.3382
224,0.3196,0.3376
77,0.3189,0.3385
223,0.3174,0.3394
225,0.3134,0.335
182,0.3109,0.3304
161,0.3102,0.3352
117,0.3099,0.3311
119,0.3088,0.3306
96,0.3076,0.3311
98,0.3071,0.3306
202,0.3059,0.3261
203,0.304,0.3291
