seed,mse,mae
50,0.1803,0.3521
243,0.1803,0.3511
84,0.1799,0.3502
212,0.1798,0.3509
186,0.1797,0.3511
206,0.1795,0.3503
172,0.1795,0.3503
27,0.1795,0.3502
31,0.1792,0.3492
241,0.1792,0.35
223,0.1789,0.3494
179,0.1788,0.3493
96,0.1788,0.3492
248,0.1785,0.3493
252,0.1785,0.3499
264,0.1784,0.35
272,0.1784,0.3488
288,0.1782,0.3493
38,0.1782,0.3492
302,0.1779,0.3479
134,0.1776,0.348
92,0.1775,0.3486
30,0.1775,0.3474
108,0.1772,0.3475
85,0.1772,0.3479
140,0.1771,0.3477
160,0.1769,0.347
36,0.1769,0.3467
178,0.1768,0.3462
21,0.1767,0.3468
23,0.1767,0.347
221,0.1766,0.3465
289,0.1766,0.3478
198,0.1765,0.3464
29,0.1765,0.3474
237,0.1762,0.3463
64,0.176,0.3464
136,0.1759,0.3453
166,0.1758,0.3454
80,0.1757,0.3464
55,0.1751,0.3456
18,0.1748,0.3445
93,0.1745,0.3454
102,0.1744,0.3447
90,0.1744,0.3437
4,0.1741,0.3439
176,0.1735,0.343
240,0.1734,0.3433
28,0.1734,0.3425
247,0.1732,0.3434
171,0.1732,0.3432
157,0.1731,0.343
104,0.1729,0.343
145,0.1726,0.3415
235,0.1726,0.3411
152,0.1725,0.3417
24,0.1723,0.3414
135,0.1721,0.3416
174,0.1721,0.3416
124,0.1718,0.3407
286,0.1715,0.3406
48,0.1714,0.3403
7,0.1713,0.3413
79,0.1713,0.3406
39,0.1711,0.3406
165,0.1711,0.3402
283,0.171,0.34
129,0.1709,0.339
219,0.1709,0.3409
45,0.1705,0.3404
177,0.1701,0.3391
137,0.17,0.3392
69,0.1698,0.3383
207,0.1693,0.3378
86,0.1691,0.3379
72,0.1691,0.3385
109,0.1686,0.338
180,0.1685,0.3372
275,0.1684,0.3376
159,0.1683,0.3374
255,0.1682,0.3363
58,0.1682,0.3369
280,0.1681,0.3365
91,0.1677,0.3367
13,0.1676,0.3359
278,0.1676,0.3369
303,0.1676,0.3367
269,0.1672,0.336
226,0.1672,0.3359
249,0.1668,0.3348
115,0.1665,0.3348
263,0.1663,0.334
192,0.1658,0.3335
190,0.1658,0.3341
202,0.1657,0.3347
10,0.1657,0.333
256,0.1655,0.3336
259,0.1654,0.3332
106,0.1653,0.3336
17,0.1652,0.3327
238,0.1652,0.3321
78,0.1651,0.3331
15,0.165,0.3329
163,0.1649,0.3329
292,0.1648,0.3326
117,0.1647,0.3334
35,0.1647,0.3326
277,0.1645,0.3328
127,0.1645,0.3324
158,0.1641,0.3323
62,0.164,0.3319
282,0.1637,0.3316
32,0.1633,0.3314
147,0.1632,0.3305
261,0.1631,0.3309
304,0.1631,0.3307
203,0.1625,0.3303
67,0.1623,0.3297
68,0.1623,0.3298
103,0.1623,0.3295
291,0.1622,0.33
1,0.1621,0.3296
77,0.1621,0.3293
215,0.162,0.3295
200,0.1619,0.3293
149,0.1613,0.3286
105,0.1611,0.3281
268,0.1611,0.3283
12,0.1611,0.3278
210,0.161,0.3273
113,0.161,0.3276
121,0.161,0.3282
119,0.1609,0.3279
120,0.1606,0.3278
133,0.1603,0.3273
52,0.1602,0.3274
44,0.1599,0.3269
94,0.1597,0.3261
154,0.1596,0.3264
41,0.1596,0.3256
110,0.1593,0.3262
126,0.1592,0.3261
298,0.1592,0.3263
6,0.1591,0.3262
181,0.1589,0.3249
19,0.1586,0.3249
274,0.1584,0.3252
214,0.1582,0.3247
146,0.1578,0.3237
244,0.1576,0.3229
51,0.1574,0.3235
257,0.1574,0.323
246,0.1571,0.3227
37,0.157,0.3232
301,0.1566,0.3227
224,0.1561,0.3219
287,0.1561,0.3219
56,0.1561,0.3222
123,0.156,0.3215
132,0.1559,0.3221
151,0.1555,0.3214
57,0.1555,0.3216
61,0.1554,0.3216
199,0.1552,0.3212
138,0.1551,0.321
125,0.1547,0.3211
47,0.1544,0.3204
233,0.1541,0.3196
253,0.1538,0.3188
59,0.1537,0.3184
99,0.1536,0.3191
14,0.1535,0.3188
184,0.1531,0.3187
217,0.1526,0.3176
150,0.1523,0.3171
211,0.1515,0.3157
144,0.151,0.3153
262,0.151,0.3155
182,0.1492,0.3143
173,0.1491,0.3138
118,0.1487,0.3133
236,0.1484,0.3122
245,0.1484,0.3121
22,0.1467,0.3096
271,0.1467,0.3108
276,0.1462,0.3104
293,0.1458,0.3093
185,0.1449,0.3086
83,0.1449,0.3081
267,0.1448,0.3082
297,0.1447,0.3085
161,0.1445,0.308
187,0.1445,0.308
169,0.1444,0.3081
195,0.1438,0.3074
231,0.1437,0.3069
76,0.1434,0.306
284,0.1433,0.3061
114,0.1424,0.3047
300,0.1389,0.3009
46,0.1352,0.2957
20,0.1321,0.2924
209,0.1301,0.2892
285,0.126,0.2842
