seed,mse,mae
270,0.3003,0.3894
228,0.2962,0.3874
92,0.2937,0.3865
207,0.2934,0.3845
184,0.2933,0.3846
90,0.2925,0.3854
16,0.2917,0.3841
188,0.2913,0.3822
86,0.291,0.383
4,0.2907,0.3844
227,0.2901,0.3816
147,0.2896,0.3812
185,0.2895,0.3824
145,0.2894,0.3825
230,0.2892,0.3842
268,0.2891,0.3815
271,0.289,0.3812
143,0.2889,0.3818
249,0.2886,0.3821
83,0.2883,0.3815
223,0.2883,0.3808
87,0.2881,0.3806
15,0.2881,0.3803
91,0.2879,0.3813
222,0.2877,0.3796
267,0.2876,0.3819
144,0.2874,0.3806
182,0.2872,0.3795
137,0.2872,0.3795
206,0.2871,0.3804
142,0.2871,0.3799
5,0.287,0.3798
136,0.2868,0.3787
225,0.2868,0.38
13,0.2867,0.3791
163,0.2866,0.3798
159,0.2866,0.38
162,0.2866,0.3798
146,0.2864,0.3792
164,0.2864,0.379
89,0.2863,0.3793
140,0.2863,0.3807
84,0.2863,0.3798
166,0.2863,0.3798
2,0.2863,0.3788
244,0.2862,0.3805
75,0.2862,0.3805
202,0.2861,0.38
141,0.286,0.38
264,0.286,0.3794
3,0.286,0.3788
189,0.2859,0.3795
161,0.2859,0.379
1,0.2857,0.3781
231,0.2857,0.3795
243,0.2856,0.3786
88,0.2855,0.3791
226,0.2855,0.3783
165,0.2854,0.3788
160,0.2853,0.3789
201,0.2853,0.3778
224,0.2853,0.3791
269,0.2851,0.3786
14,0.2851,0.3788
250,0.285,0.3792
265,0.2849,0.3781
248,0.2848,0.3777
17,0.2848,0.379
19,0.2847,0.3778
247,0.2847,0.3783
203,0.2846,0.3777
186,0.2845,0.3785
205,0.2845,0.378
246,0.2844,0.3773
138,0.2844,0.3778
183,0.2843,0.3781
0,0.2842,0.3774
18,0.284,0.377
204,0.284,0.3767
229,0.2839,0.3786
187,0.2838,0.3785
266,0.2838,0.3778
54,0.2834,0.3771
245,0.2834,0.3771
139,0.2833,0.377
85,0.2832,0.377
6,0.2831,0.3767
12,0.2829,0.3765
272,0.2829,0.3771
181,0.2827,0.3762
