seed,mse,mae
182,0.1117,0.2642
99,0.1057,0.2553
161,0.0566,0.1791
118,0.0532,0.1731
181,0.0528,0.1719
183,0.052,0.1706
222,0.0518,0.1711
139,0.0513,0.1696
56,0.0511,0.1696
162,0.0506,0.1682
202,0.0505,0.1681
55,0.0505,0.1686
201,0.05,0.1678
96,0.05,0.1678
140,0.0499,0.1672
97,0.0498,0.1671
160,0.0493,0.1657
54,0.0493,0.1661
75,0.0492,0.1663
98,0.0492,0.1659
225,0.0491,0.1661
76,0.0491,0.1663
224,0.049,0.1656
119,0.049,0.1657
77,0.0486,0.1652
180,0.0486,0.1662
138,0.0485,0.1654
159,0.048,0.1639
223,0.0478,0.1641
203,0.0477,0.1638
117,0.0474,0.163
